geometry,code,obec,počet obyv.
"{""type"":""Polygon"",""coordinates"":[[[14.259008,50.170591],[14.279332,50.172771],[14.287222,50.168024],[14.298371,50.167695],[14.291816,50.156313],[14.301449,50.146773],[14.300844,50.142049],[14.297444,50.144918],[14.276719,50.143249],[14.274445,50.155045],[14.273377,50.162669],[14.259551,50.164909],[14.259008,50.170591]]]}",571326,Lichoceves,402
"{""type"":""Polygon"",""coordinates"":[[[13.244931,49.7102],[13.244369,49.711064],[13.258805,49.711444],[13.283263,49.709856],[13.294697,49.716815],[13.302362,49.701369],[13.292224,49.700572],[13.293771,49.695428],[13.274856,49.687441],[13.265885,49.677811],[13.258888,49.678406],[13.255221,49.690367],[13.243457,49.692945],[13.238773,49.698602],[13.246033,49.701736],[13.244931,49.7102]]]}",559164,Líně,2 783
"{""type"":""Polygon"",""coordinates"":[[[16.716161,49.77083],[16.727429,49.760844],[16.723526,49.752101],[16.698003,49.743798],[16.691384,49.745142],[16.6795,49.750384],[16.677341,49.765839],[16.687759,49.766603],[16.690071,49.775703],[16.716161,49.77083]]]}",578339,Linhartice,619
"{""type"":""Polygon"",""coordinates"":[[[15.563224,49.546202],[15.539667,49.547913],[15.529866,49.547424],[15.52706,49.539011],[15.517461,49.525683],[15.502814,49.524698],[15.501141,49.536367],[15.493448,49.538749],[15.495701,49.543062],[15.504587,49.544989],[15.504849,49.545073],[15.514684,49.555115],[15.515497,49.569275],[15.537355,49.563244],[15.537016,49.567342],[15.549384,49.574111],[15.559146,49.584724],[15.56766,49.583815],[15.571939,49.565531],[15.559497,49.561536],[15.563224,49.546202]]]}",569038,Lípa (HB),1 184
"{""type"":""Polygon"",""coordinates"":[[[17.782943,49.219594],[17.78148,49.214303],[17.790948,49.201749],[17.78422,49.190321],[17.795057,49.177714],[17.78961,49.175094],[17.775181,49.178229],[17.762951,49.187568],[17.756713,49.202378],[17.758905,49.218506],[17.782943,49.219594]]]}",549622,Lípa (ZL),861
"{""type"":""Polygon"",""coordinates"":[[[16.080464,50.132424],[16.078483,50.134232],[16.100033,50.151466],[16.088255,50.161133],[16.101166,50.172257],[16.112235,50.163818],[16.124738,50.149757],[16.13081,50.134461],[16.128873,50.129511],[16.11748,50.126078],[16.103628,50.124652],[16.09276,50.132258],[16.089392,50.128182],[16.080464,50.132424]]]}",576476,Lípa nad Orlicí,578
"{""type"":""Polygon"",""coordinates"":[[[15.331157,50.082669],[15.326822,50.086725],[15.325802,50.09314],[15.33227,50.095878],[15.346711,50.091697],[15.356619,50.09465],[15.372431,50.091482],[15.375856,50.086389],[15.372639,50.081593],[15.363622,50.080712],[15.331157,50.082669]]]}",513270,Lipec,197
"{""type"":""Polygon"",""coordinates"":[[[14.352548,48.933326],[14.332355,48.938653],[14.349599,48.952359],[14.356586,48.96382],[14.385324,48.957535],[14.397684,48.958729],[14.385539,48.942437],[14.367716,48.943286],[14.366027,48.937991],[14.355249,48.939225],[14.352548,48.933326]]]}",544761,Lipí,649
"{""type"":""Polygon"",""coordinates"":[[[17.34555,49.773175],[17.337066,49.76029],[17.34711,49.754824],[17.36128,49.759232],[17.365059,49.753999],[17.355481,49.7519],[17.343446,49.74392],[17.330749,49.731138],[17.329034,49.725722],[17.325695,49.719886],[17.321002,49.720993],[17.324262,49.733584],[17.315989,49.731729],[17.312156,49.747833],[17.327516,49.75164],[17.314372,49.758736],[17.319352,49.771335],[17.329551,49.773757],[17.331691,49.77899],[17.34555,49.773175]]]}",552305,Lipina,167
"{""type"":""Polygon"",""coordinates"":[[[17.042548,49.832684],[17.044962,49.84201],[17.057574,49.8444],[17.06409,49.836962],[17.066711,49.827728],[17.052924,49.828206],[17.042548,49.832684]]]}",540005,Lipinka,199
"{""type"":""Polygon"",""coordinates"":[[[15.384326,49.60459],[15.388,49.612767],[15.390138,49.622233],[15.397705,49.626136],[15.400824,49.636247],[15.40965,49.630823],[15.416608,49.633517],[15.434482,49.618744],[15.431678,49.60807],[15.442453,49.601537],[15.432349,49.596516],[15.423212,49.599391],[15.405326,49.596817],[15.398705,49.602653],[15.384326,49.60459]]]}",569046,Lipnice nad Sázavou,654
"{""type"":""Polygon"",""coordinates"":[[[14.903262,50.287666],[14.924607,50.284653],[14.928252,50.271266],[14.916515,50.267296],[14.917736,50.257216],[14.930151,50.246773],[14.917016,50.249076],[14.892625,50.260469],[14.888421,50.259519],[14.889553,50.263583],[14.87772,50.27847],[14.876233,50.285577],[14.891277,50.281744],[14.90564,50.282382],[14.903262,50.287666]]]}",565563,Lipník (MB),364
"{""type"":""Polygon"",""coordinates"":[[[15.951055,49.12963],[15.932595,49.13094],[15.93631,49.13705],[15.928219,49.144906],[15.936531,49.153625],[15.948422,49.152966],[15.972943,49.14225],[15.964682,49.136059],[15.947776,49.134941],[15.951055,49.12963]]]}",591041,Lipník (TR),393
"{""type"":""Polygon"",""coordinates"":[[[17.61776,49.522821],[17.612784,49.518473],[17.59629,49.519592],[17.605778,49.504249],[17.58504,49.505246],[17.562287,49.49697],[17.554409,49.505193],[17.563419,49.513296],[17.55573,49.526647],[17.542977,49.52469],[17.541911,49.526541],[17.553008,49.532081],[17.549699,49.539472],[17.556675,49.544927],[17.56785,49.544702],[17.58183,49.56364],[17.5744,49.566363],[17.584684,49.570026],[17.593477,49.564622],[17.591403,49.571403],[17.598069,49.572873],[17.616152,49.568542],[17.62776,49.570667],[17.623151,49.578945],[17.627956,49.581348],[17.644602,49.582767],[17.646309,49.573808],[17.646551,49.564984],[17.61137,49.554998],[17.610583,49.54236],[17.61776,49.522821]]]}",514705,Lipník nad Bečvou,7 982
"{""type"":""Polygon"",""coordinates"":[[[13.622042,50.312578],[13.643942,50.31505],[13.643104,50.318388],[13.653148,50.320687],[13.662193,50.315525],[13.689958,50.322104],[13.690869,50.327178],[13.71366,50.322323],[13.736421,50.327206],[13.729446,50.321813],[13.720317,50.316254],[13.728882,50.312536],[13.708618,50.305217],[13.712422,50.301257],[13.711974,50.294822],[13.70078,50.2922],[13.706199,50.284288],[13.695773,50.284467],[13.68468,50.273534],[13.673147,50.290505],[13.675528,50.294176],[13.659445,50.293499],[13.669654,50.300831],[13.657045,50.299903],[13.647276,50.303518],[13.622042,50.312578]]]}",566403,Lipno,549
"{""type"":""Polygon"",""coordinates"":[[[14.197597,48.626316],[14.187739,48.626483],[14.1705,48.631635],[14.171231,48.640572],[14.165575,48.650079],[14.184618,48.655243],[14.208025,48.656062],[14.207831,48.661981],[14.219891,48.668871],[14.231344,48.670256],[14.242665,48.659442],[14.258476,48.652553],[14.244348,48.643034],[14.236127,48.644249],[14.245154,48.632378],[14.221728,48.632166],[14.211264,48.626606],[14.197597,48.626316]]]}",545597,Lipno nad Vltavou,667
"{""type"":""Polygon"",""coordinates"":[[[15.534286,49.981812],[15.540161,49.994439],[15.547217,49.996152],[15.561651,49.994953],[15.572187,49.990341],[15.590334,49.985068],[15.575832,49.976517],[15.567466,49.980741],[15.545494,49.976102],[15.534286,49.981812]]]}",575313,Lipoltice,419
"{""type"":""Polygon"",""coordinates"":[[[17.4304,48.923944],[17.436153,48.926267],[17.446959,48.925921],[17.451403,48.934815],[17.447821,48.938822],[17.463944,48.94226],[17.457488,48.934863],[17.475945,48.936494],[17.484238,48.927737],[17.471788,48.917478],[17.474318,48.907092],[17.490126,48.892487],[17.494056,48.881838],[17.485309,48.886],[17.480105,48.881497],[17.466322,48.88635],[17.450909,48.89285],[17.442122,48.908293],[17.435186,48.911006],[17.4304,48.923944]]]}",586323,Lipov,1 496
"{""type"":""Polygon"",""coordinates"":[[[14.321762,51.004225],[14.334704,51.007149],[14.350328,51.022636],[14.345261,51.0391],[14.362101,51.045404],[14.374161,51.038699],[14.382809,51.038609],[14.383341,51.028457],[14.391874,51.02385],[14.384873,51.018508],[14.377763,51.005693],[14.353725,51.000441],[14.329786,51.00367],[14.324436,51.003473],[14.321762,51.004225]]]}",562661,Lipová (DC),579
"{""type"":""Polygon"",""coordinates"":[[[12.463603,50.0597],[12.458011,50.056306],[12.466847,50.049417],[12.478302,50.051543],[12.481714,50.045319],[12.502495,50.045706],[12.493894,50.024442],[12.497959,50.013762],[12.516866,50.012754],[12.513664,50.002755],[12.515191,49.994855],[12.504286,49.973929],[12.499625,49.972167],[12.490026,49.981721],[12.476677,49.980862],[12.467229,49.992934],[12.460804,49.994994],[12.431545,49.984511],[12.425749,49.99111],[12.435368,49.993623],[12.431717,50.00263],[12.423286,50.000933],[12.422646,50.005566],[12.410756,50.011522],[12.416511,50.028331],[12.427715,50.029067],[12.403821,50.041706],[12.441979,50.060206],[12.463603,50.0597]]]}",554626,Lipová (CH),746
"{""type"":""Polygon"",""coordinates"":[[[17.638067,49.429177],[17.648453,49.422308],[17.644077,49.420433],[17.634084,49.424993],[17.627549,49.420634],[17.611288,49.400372],[17.604202,49.398832],[17.593424,49.397352],[17.591724,49.404215],[17.603589,49.418043],[17.619669,49.425883],[17.629624,49.424872],[17.635518,49.430958],[17.638067,49.429177]]]}",514772,Lipová (PR),275
"{""type"":""Polygon"",""coordinates"":[[[16.857716,49.540383],[16.870491,49.542399],[16.884624,49.540696],[16.896389,49.535523],[16.905121,49.537214],[16.908104,49.531395],[16.899118,49.52772],[16.897714,49.521748],[16.879383,49.52628],[16.898222,49.511633],[16.894467,49.510915],[16.887607,49.502556],[16.874569,49.50043],[16.872135,49.51051],[16.846158,49.518297],[16.851233,49.52253],[16.839308,49.531834],[16.833476,49.53245],[16.83884,49.534302],[16.859379,49.532411],[16.857716,49.540383]]]}",589691,Lipová (PV),710
"{""type"":""Polygon"",""coordinates"":[[[17.901944,49.122331],[17.901943,49.119823],[17.8994,49.115017],[17.907867,49.098613],[17.89362,49.094554],[17.884549,49.099801],[17.887804,49.109263],[17.871671,49.108765],[17.860858,49.103765],[17.854207,49.111991],[17.849477,49.125575],[17.852216,49.128761],[17.859241,49.132185],[17.869249,49.134882],[17.87519,49.136962],[17.887568,49.137035],[17.894218,49.125569],[17.901944,49.122331]]]}",586871,Lipová (ZL),363
"{""type"":""Polygon"",""coordinates"":[[[17.167248,50.213902],[17.159371,50.207843],[17.146354,50.210729],[17.133568,50.209047],[17.109455,50.191443],[17.106804,50.186869],[17.097689,50.183585],[17.07653,50.182643],[17.071045,50.191284],[17.063633,50.194559],[17.068499,50.200815],[17.056676,50.200552],[17.044952,50.217556],[17.028389,50.230005],[17.037122,50.238809],[17.050895,50.24629],[17.071319,50.245145],[17.093692,50.230873],[17.131485,50.241072],[17.153061,50.248296],[17.174827,50.249233],[17.170364,50.225224],[17.175375,50.225002],[17.167248,50.213902]]]}",540030,Lipová-lázně,2 118
"{""type"":""Polygon"",""coordinates"":[[[16.805351,49.405784],[16.829514,49.398105],[16.838872,49.390493],[16.826469,49.379496],[16.815227,49.37121],[16.797447,49.378083],[16.787239,49.382299],[16.77226,49.382666],[16.771454,49.396347],[16.779399,49.402982],[16.792514,49.399608],[16.803719,49.400614],[16.805351,49.405784]]]}",581950,Lipovec (BK),1 190
"{""type"":""Polygon"",""coordinates"":[[[15.569234,49.91576],[15.568275,49.90444],[15.560489,49.905746],[15.540757,49.911827],[15.519625,49.911099],[15.522967,49.916153],[15.535517,49.927458],[15.533798,49.929839],[15.548292,49.925191],[15.565773,49.922545],[15.569234,49.91576]]]}",547875,Lipovec (CR),250
"{""type"":""Polygon"",""coordinates"":[[[13.96675,49.096608],[13.978815,49.104439],[13.976688,49.109692],[13.987062,49.110863],[13.986022,49.103427],[13.998673,49.107249],[14.00841,49.084591],[14.011692,49.084412],[14.006939,49.081644],[13.987558,49.087219],[13.986594,49.095101],[13.96675,49.096608]]]}",537071,Lipovice,200
"{""type"":""Polygon"",""coordinates"":[[[17.872501,49.318214],[17.883407,49.323514],[17.884227,49.331332],[17.900469,49.328481],[17.906256,49.332915],[17.922015,49.333444],[17.928699,49.31175],[17.947739,49.300787],[17.947856,49.300804],[17.960196,49.286638],[17.960206,49.282337],[17.946094,49.277897],[17.938547,49.270012],[17.916095,49.266629],[17.900166,49.277509],[17.904348,49.280464],[17.89568,49.293045],[17.88473,49.298594],[17.886087,49.303914],[17.895335,49.316951],[17.872501,49.318214]]]}",544396,Liptál,1 501
"{""type"":""Polygon"",""coordinates"":[[[17.546377,50.226513],[17.555914,50.23034],[17.568214,50.234429],[17.589526,50.229931],[17.625325,50.236286],[17.632383,50.230401],[17.648255,50.235282],[17.661841,50.220972],[17.653198,50.213199],[17.636217,50.209008],[17.627377,50.199592],[17.616131,50.19473],[17.607091,50.194971],[17.579167,50.208979],[17.572451,50.219942],[17.573189,50.225857],[17.555335,50.221722],[17.546377,50.226513]]]}",597571,Liptaň,456
"{""type"":""Polygon"",""coordinates"":[[[16.540701,49.349397],[16.551186,49.349836],[16.553531,49.356077],[16.567655,49.356031],[16.577914,49.366341],[16.580511,49.36894],[16.593815,49.364176],[16.592695,49.357601],[16.579552,49.351687],[16.584343,49.339488],[16.573913,49.335274],[16.565443,49.33682],[16.553946,49.326348],[16.545087,49.32807],[16.527688,49.334978],[16.536971,49.34088],[16.540701,49.349397]]]}",581968,Lipůvka,1 345
"{""type"":""Polygon"",""coordinates"":[[[16.152132,49.561019],[16.147675,49.56432],[16.146655,49.583317],[16.139802,49.596105],[16.148201,49.601612],[16.169018,49.599186],[16.179653,49.602373],[16.186369,49.596401],[16.198213,49.594117],[16.207894,49.579165],[16.202534,49.575729],[16.194065,49.574998],[16.188976,49.560108],[16.152132,49.561019]]]}",596051,Lísek,407
"{""type"":""Polygon"",""coordinates"":[[[15.573546,50.332157],[15.569656,50.321166],[15.555063,50.321358],[15.553042,50.320246],[15.538251,50.323883],[15.543727,50.327767],[15.536915,50.335525],[15.526042,50.334756],[15.515225,50.342318],[15.517888,50.349843],[15.529685,50.341982],[15.553876,50.343143],[15.561435,50.35006],[15.57816,50.349323],[15.583252,50.343512],[15.575508,50.344111],[15.578155,50.334484],[15.573546,50.332157]]]}",573086,Lískovice,216
"{""type"":""Polygon"",""coordinates"":[[[13.907762,50.242574],[13.926085,50.255354],[13.945348,50.257664],[13.935075,50.244315],[13.907762,50.242574]]]}",571555,Líský,102
"{""type"":""Polygon"",""coordinates"":[[[13.103407,49.628762],[13.07757,49.628038],[13.08361,49.638796],[13.080045,49.64421],[13.100001,49.647193],[13.105992,49.644351],[13.113993,49.636417],[13.103389,49.634206],[13.103407,49.628762]]]}",540064,Lisov,125
"{""type"":""Polygon"",""coordinates"":[[[13.623051,50.334287],[13.635575,50.334296],[13.636434,50.342549],[13.627696,50.342783],[13.62064,50.359384],[13.660514,50.356802],[13.662769,50.337764],[13.650157,50.339089],[13.634835,50.332058],[13.623265,50.333657],[13.623051,50.334287]]]}",566411,Lišany (LN),157
"{""type"":""Polygon"",""coordinates"":[[[13.727647,50.131693],[13.726238,50.144885],[13.719209,50.149282],[13.718059,50.157678],[13.743711,50.165461],[13.759636,50.165381],[13.760238,50.156315],[13.76644,50.1448],[13.751627,50.135065],[13.737535,50.133547],[13.733157,50.129192],[13.727647,50.131693]]]}",542016,Lišany (RA),665
"{""type"":""Polygon"",""coordinates"":[[[15.407027,50.169269],[15.403597,50.179329],[15.392354,50.186846],[15.387964,50.189987],[15.397518,50.197904],[15.414052,50.196815],[15.424948,50.188009],[15.431975,50.189121],[15.432467,50.188174],[15.441258,50.173546],[15.4222,50.171569],[15.412368,50.17357],[15.407027,50.169269]]]}",570290,Lišice,159
"{""type"":""Polygon"",""coordinates"":[[[13.153025,49.586166],[13.146077,49.584399],[13.144611,49.591363],[13.135823,49.597364],[13.140947,49.606649],[13.151454,49.611816],[13.18234,49.614894],[13.188725,49.609695],[13.184004,49.600624],[13.189674,49.591757],[13.157568,49.590787],[13.153025,49.586166]]]}",540617,Líšina,166
"{""type"":""Polygon"",""coordinates"":[[[17.570537,49.40555],[17.547879,49.403247],[17.545501,49.405792],[17.528631,49.396346],[17.52305,49.402342],[17.528003,49.40425],[17.531081,49.405325],[17.54824,49.419082],[17.570258,49.417271],[17.565848,49.411031],[17.575688,49.406098],[17.570537,49.40555]]]}",514802,Líšná (PR),261
"{""type"":""Polygon"",""coordinates"":[[[13.778646,49.909432],[13.789575,49.911477],[13.791628,49.923109],[13.805987,49.923618],[13.80904,49.927329],[13.833221,49.927876],[13.821249,49.923873],[13.819412,49.905951],[13.823347,49.904714],[13.828062,49.890438],[13.826902,49.882652],[13.834367,49.867776],[13.81757,49.866937],[13.808362,49.868038],[13.811115,49.874137],[13.793924,49.880824],[13.783411,49.877581],[13.773536,49.881864],[13.765869,49.892607],[13.775074,49.897178],[13.778646,49.909432]]]}",559962,Líšná (RO),189
"{""type"":""Polygon"",""coordinates"":[[[16.136151,49.650182],[16.15305,49.651038],[16.157106,49.644097],[16.158394,49.631951],[16.15881,49.622329],[16.153402,49.619819],[16.140921,49.623432],[16.129187,49.621475],[16.127741,49.626751],[16.135152,49.632691],[16.130096,49.638562],[16.110008,49.63462],[16.107431,49.637954],[16.130966,49.638945],[16.136151,49.650182]]]}",596060,Líšná (ZR),55
"{""type"":""Polygon"",""coordinates"":[[[13.60772,50.460639],[13.612938,50.469792],[13.639899,50.464439],[13.647969,50.456951],[13.637066,50.429992],[13.631965,50.430806],[13.618395,50.434695],[13.619898,50.44366],[13.606374,50.445353],[13.60772,50.460639]]]}",567248,Lišnice,210
"{""type"":""Polygon"",""coordinates"":[[[14.329122,49.906075],[14.338082,49.889375],[14.348478,49.886679],[14.348081,49.886624],[14.349356,49.880954],[14.336697,49.87712],[14.309173,49.875447],[14.306842,49.877681],[14.303718,49.891704],[14.310692,49.904229],[14.312257,49.904818],[14.3244,49.900852],[14.329122,49.906075]]]}",539457,Líšnice (PZ),765
"{""type"":""Polygon"",""coordinates"":[[[16.863928,49.780261],[16.870488,49.773586],[16.883635,49.769138],[16.889087,49.757536],[16.900676,49.755016],[16.879484,49.750685],[16.856504,49.760458],[16.843921,49.751864],[16.83332,49.750838],[16.834703,49.767073],[16.827675,49.774104],[16.837144,49.77683],[16.850512,49.774975],[16.85254,49.781631],[16.863928,49.780261]]]}",540161,Líšnice (SU),395
"{""type"":""Polygon"",""coordinates"":[[[16.51004,50.06872],[16.498638,50.074517],[16.493221,50.082158],[16.495166,50.088109],[16.509622,50.096285],[16.512106,50.104575],[16.525834,50.101134],[16.53861,50.101374],[16.536369,50.092392],[16.54917,50.082947],[16.541245,50.074484],[16.526642,50.067841],[16.524307,50.061697],[16.512508,50.060875],[16.51004,50.06872]]]}",580589,Líšnice (UO),755
"{""type"":""Polygon"",""coordinates"":[[[15.214102,50.654738],[15.229789,50.645473],[15.223699,50.638044],[15.214386,50.641822],[15.205964,50.639578],[15.214102,50.654738]]]}",563676,Líšný,263
"{""type"":""MultiPolygon"",""coordinates"":[[[[14.691382,49.016604],[14.690693,49.013472],[14.680844,49.014729],[14.665242,49.01032],[14.652776,49.012548],[14.648695,49.008371],[14.637009,49.007921],[14.638385,48.99599],[14.614426,48.997385],[14.607346,48.99919],[14.604386,48.992032],[14.584666,48.990344],[14.586212,49.002641],[14.580919,49.006543],[14.589234,49.009425],[14.573017,49.016923],[14.581798,49.019675],[14.577606,49.030886],[14.55478,49.033633],[14.545317,49.026517],[14.51206,49.027577],[14.512925,49.034614],[14.523918,49.047452],[14.511746,49.048154],[14.513684,49.056059],[14.537041,49.060684],[14.543111,49.074819],[14.556344,49.072077],[14.557146,49.088169],[14.562552,49.093711],[14.571052,49.087988],[14.582109,49.088078],[14.583485,49.09262],[14.599823,49.100717],[14.618039,49.086067],[14.632035,49.085619],[14.62981,49.074279],[14.635974,49.066775],[14.648968,49.071793],[14.672049,49.071304],[14.677693,49.065113],[14.694016,49.050888],[14.685353,49.047324],[14.684173,49.035912],[14.66884,49.024098],[14.680765,49.026886],[14.691382,49.016604]]],[[[14.626952,48.963272],[14.632024,48.975564],[14.640846,48.98245],[14.644288,48.98742],[14.647631,48.978582],[14.663846,48.976374],[14.649761,48.964749],[14.640603,48.964983],[14.636156,48.956985],[14.626952,48.963272]]]]}",544779,Lišov,4 426
"{""type"":""Polygon"",""coordinates"":[[[13.771524,50.318115],[13.785158,50.320141],[13.781552,50.328322],[13.790263,50.330054],[13.802351,50.321806],[13.809633,50.321712],[13.813696,50.309167],[13.812141,50.304352],[13.800378,50.302963],[13.773248,50.308125],[13.771524,50.318115]]]}",546879,Líšťany (LN),452
"{""type"":""Polygon"",""coordinates"":[[[13.241632,49.826551],[13.244924,49.817521],[13.22571,49.812406],[13.223337,49.807551],[13.231299,49.792508],[13.226378,49.792797],[13.201077,49.801441],[13.191691,49.795831],[13.184754,49.798058],[13.17308,49.792224],[13.165973,49.791443],[13.162641,49.784264],[13.145279,49.785317],[13.148083,49.793042],[13.139826,49.797402],[13.128193,49.79546],[13.126506,49.809119],[13.132736,49.811049],[13.124392,49.819098],[13.126248,49.830428],[13.128278,49.832692],[13.155147,49.826829],[13.156128,49.839792],[13.167366,49.842895],[13.170427,49.850423],[13.179857,49.847474],[13.177106,49.843329],[13.193293,49.841569],[13.195823,49.844263],[13.212774,49.840507],[13.219796,49.834908],[13.241632,49.826551]]]}",559172,Líšťany (PS),739
"{""type"":""Polygon"",""coordinates"":[[[13.27231,49.925792],[13.277502,49.924378],[13.281871,49.91405],[13.272417,49.911151],[13.271063,49.911162],[13.271706,49.904406],[13.271308,49.904227],[13.268529,49.902137],[13.268463,49.901979],[13.267482,49.902473],[13.263458,49.904478],[13.26426,49.904927],[13.263815,49.905154],[13.262741,49.905562],[13.261364,49.905962],[13.260818,49.906134],[13.260403,49.905985],[13.260257,49.905908],[13.248681,49.904278],[13.235445,49.909435],[13.223263,49.907092],[13.225304,49.916451],[13.245857,49.915928],[13.261876,49.923689],[13.27231,49.925792]]]}",566420,Líté,203
"{""type"":""Polygon"",""coordinates"":[[[14.193654,49.910347],[14.16681,49.901128],[14.170063,49.890103],[14.161886,49.892136],[14.140898,49.88155],[14.114636,49.893432],[14.116655,49.900277],[14.136853,49.911371],[14.155137,49.915108],[14.159662,49.91895],[14.184964,49.920976],[14.200158,49.919651],[14.193654,49.910347]]]}",531456,Liteň,1 197
"{""type"":""Polygon"",""coordinates"":[[[17.21237,49.184595],[17.201844,49.186731],[17.199472,49.19354],[17.187399,49.193574],[17.183958,49.200148],[17.185117,49.21241],[17.208334,49.214932],[17.222224,49.199869],[17.236165,49.193065],[17.247085,49.188247],[17.237616,49.186824],[17.243211,49.179597],[17.232054,49.175814],[17.226061,49.180472],[17.222139,49.172845],[17.21237,49.184595]]]}",588695,Litenčice,463
"{""type"":""Polygon"",""coordinates"":[[[15.845675,50.384158],[15.857316,50.381065],[15.864195,50.372985],[15.861604,50.366687],[15.854608,50.369438],[15.848794,50.363885],[15.839562,50.363295],[15.834309,50.358086],[15.823477,50.361984],[15.828016,50.36911],[15.838033,50.370466],[15.835062,50.38596],[15.845675,50.384158]]]}",546470,Litíč,180
"{""type"":""Polygon"",""coordinates"":[[[14.864216,49.773284],[14.850914,49.772915],[14.847743,49.778125],[14.833705,49.785673],[14.858522,49.78545],[14.864216,49.773284]]]}",532258,Litichovice,66
"{""type"":""Polygon"",""coordinates"":[[[16.006862,50.436533],[16.004393,50.437289],[15.999293,50.447469],[16.004943,50.462076],[16.019379,50.458998],[16.024077,50.439727],[16.010552,50.441274],[16.006862,50.436533]]]}",573388,Litoboř,107
"{""type"":""Polygon"",""coordinates"":[[[16.377935,48.894351],[16.38589,48.901154],[16.41209,48.900551],[16.419151,48.9002],[16.443013,48.890105],[16.432359,48.879132],[16.439823,48.875328],[16.436227,48.868787],[16.42373,48.851291],[16.402944,48.851381],[16.401144,48.864587],[16.375326,48.864658],[16.377935,48.894351]]]}",594369,Litobratřice,476
"{""type"":""Polygon"",""coordinates"":[[[13.532267,49.764119],[13.539536,49.774937],[13.544215,49.774621],[13.555354,49.78401],[13.567652,49.778773],[13.566023,49.7668],[13.580973,49.766796],[13.585431,49.758308],[13.596306,49.758075],[13.597604,49.755154],[13.567933,49.751316],[13.555101,49.753945],[13.532267,49.764119]]]}",553611,Litohlavy,534
"{""type"":""Polygon"",""coordinates"":[[[15.740032,49.070229],[15.74439,49.074253],[15.756034,49.075588],[15.768762,49.072819],[15.775641,49.079184],[15.788462,49.082726],[15.797898,49.072241],[15.788762,49.074564],[15.782205,49.062561],[15.776465,49.064096],[15.771237,49.055247],[15.757237,49.051879],[15.737426,49.056426],[15.745846,49.066207],[15.740032,49.070229]]]}",550507,Litohoř,561
"{""type"":""Polygon"",""coordinates"":[[[15.074042,49.444972],[15.085457,49.457208],[15.093221,49.457133],[15.107168,49.447647],[15.096708,49.43824],[15.080651,49.439054],[15.074042,49.444972]]]}",561266,Litohošť,58
"{""type"":""Polygon"",""coordinates"":[[[13.911897,49.164492],[13.911541,49.171742],[13.929108,49.170703],[13.931963,49.174847],[13.943568,49.174084],[13.948096,49.180828],[13.96369,49.185684],[13.971634,49.182924],[13.980807,49.171876],[13.960084,49.163905],[13.958856,49.156214],[13.959748,49.152601],[13.934148,49.148182],[13.922723,49.156847],[13.92534,49.161263],[13.911897,49.164492]]]}",551341,Litochovice,278
"{""type"":""Polygon"",""coordinates"":[[[14.108885,50.563674],[14.119983,50.562687],[14.122852,50.576416],[14.126814,50.568698],[14.141271,50.551146],[14.142115,50.54451],[14.155945,50.541914],[14.163237,50.538335],[14.173544,50.540816],[14.181542,50.533192],[14.182365,50.526032],[14.158395,50.529886],[14.147104,50.520022],[14.132649,50.517098],[14.134374,50.512816],[14.124163,50.51137],[14.116734,50.522848],[14.128949,50.526498],[14.116292,50.530492],[14.106978,50.527477],[14.098838,50.525202],[14.092394,50.535069],[14.094132,50.542892],[14.093671,50.547437],[14.096812,50.54986],[14.117088,50.550225],[14.109013,50.55664],[14.108885,50.563674]]]}",564567,Litoměřice,23 849
"{""type"":""MultiPolygon"",""coordinates"":[[[[16.3016,49.902954],[16.323058,49.904673],[16.314695,49.89728],[16.338566,49.883497],[16.385552,49.883988],[16.393935,49.881608],[16.405789,49.885269],[16.405154,49.878299],[16.408141,49.873677],[16.387481,49.868063],[16.375336,49.86865],[16.356867,49.876063],[16.346959,49.87374],[16.35191,49.861913],[16.315458,49.857504],[16.313085,49.845951],[16.309746,49.844605],[16.297569,49.855815],[16.298599,49.86066],[16.287994,49.866735],[16.277698,49.867412],[16.272452,49.874235],[16.263851,49.873063],[16.2591,49.878269],[16.266259,49.889179],[16.284355,49.888407],[16.3016,49.902954]]],[[[16.306119,49.801841],[16.298891,49.798189],[16.284392,49.809666],[16.282871,49.823113],[16.289432,49.828862],[16.300072,49.823637],[16.310109,49.833971],[16.307061,49.840832],[16.313025,49.843258],[16.323271,49.84601],[16.316719,49.839905],[16.320449,49.834095],[16.317608,49.825842],[16.306057,49.821932],[16.312248,49.812234],[16.301771,49.806437],[16.306119,49.801841]]]]}",578347,Litomyšl,10 378
"{""type"":""Polygon"",""coordinates"":[[[16.328308,49.213365],[16.307458,49.234987],[16.318322,49.23973],[16.323077,49.231808],[16.335721,49.231904],[16.338871,49.236438],[16.343489,49.235303],[16.352761,49.228333],[16.349471,49.217061],[16.352289,49.210919],[16.359236,49.201881],[16.345195,49.20232],[16.330811,49.207286],[16.328308,49.213365]]]}",583308,Litostrov,131
"{""type"":""Polygon"",""coordinates"":[[[15.47702,49.979586],[15.464318,49.985202],[15.461032,49.987379],[15.471662,49.992924],[15.498349,49.992811],[15.507272,50.002603],[15.502249,50.006617],[15.51636,50.003211],[15.516785,49.987923],[15.524602,49.984155],[15.524817,49.972498],[15.517525,49.96736],[15.503088,49.967683],[15.47702,49.979586]]]}",575330,Litošice,149
